tweet,categoria
Muestra de #Robotica en el BizFit #Panama #2014 Por Escuela Publica de Chiriqui...,actividades educativas
Niños de la Escuela Oxford Panamá concursan en la Olimpiada de Robótica y competencia de proyectos científicos con un robot automatizado que mueve paneles solares para captar mejor la energía solar. Vía @riverarias92,actividades educativas
Clases de Robótica @Meduca_Panama Escuela Secundaria de Aserrío,actividades educativas
Estudiantes de la Escuela Multigrado de Los Castillos de Parita finalizan su Curso de Robótica Educativa. @senacyt @eflorescastro @Meduca_Panama @DIGITE_UP,actividades educativas
Visitamos la escuela Carlos A. Mendoza para conocer cómo la robótica se convierte en una herramienta educativa @fundesteam #Panamá #Educación #RobóticaEducativa #LegadoMotta,actividades educativas
"Una gran variedad de hortalizas y granos son cosechados por estudiantes y educadores de la escuela Hato San Juan, distrito de San Lorenzo, en el huerto establecido a través del programa @MIDAPANAMA, @Meduca_Panama, @CajadeAhorrosPA",actividades educativas
@leroymerlin_es hola!! El CEIP República de Panamá se reúne hoy para dar pistoletazo de salida al Huerto Escolar. Estamos a la espera de vuestras ideas!! Mil gracias!!!,actividades educativas
El proyecto de huerto escolar dirigido por la... http://fb.me/7WA63hZim,actividades educativas
Realizan cosecha de huerto escolar http://bit.ly/2bfIerl  #Panama,actividades educativas
Aun no entiendo como el Gobierno no tiene dinero para mandar una banda de musica de una escuela publica a representar a Panamá en otro pais,actividades educativas
"Banda de música Escuela La Primavera Santiago,en sus últimas prácticas para su participación en la ""Cumbre de Panamá"".",actividades educativas
Ganadoras (primer y segundo lugar) Concurso Nacional Juvenil de Debate dado ayer en el Hotel Panamá.,actividades educativas
"Estudiantes de la universidad de Panamá del centro regional de Coclé, hoy cumplimos con nuestra labor social para el beneficio de una escuela en Antón. Gracias por ayudarlos.",actividades educativas
Hoy en la escuela Nombre de Dios nos dieron un grato reconocimiento por nuestra labor social. #Panama #pty,actividades educativas
"#ElPaísDD Estudiantes de Cristóbal Adán Urriola (CADU) ubicada en Arraiján, Panamá Oeste recogen donación de alimentos secos para el Hogar San José de Malambo. Esta es la labor social de los chicos que les exigen en la escuela y hoy están en el SuperCarnes @Jesus06041973",actividades educativas
Los estudiantes de secundaria están obligados a realizar 80 horas de labor social y lo que hacen son tonterías. Opino que podrían sumar 40 horas de limpieza de playas o de su propia escuela.,actividades educativas
Esmy estudiante de Colegio Sant Antony desarrolla labor social ayudando a leer y escribir a residente.@Meduca_Panama,actividades educativas
Escuela Episcopal de Panamá se alza como equipo campeón del primer torneo de Ajedrez Escolar,actividades educativas
Llevando el ajedrez a todo mi Panamá. Escuela Luis N. Herazo @panamamunicipio @panamachesskids @KatleenLevyG #Ajedrez #ajedrezparatodos,actividades educativas
Recreación y aprendizaje ♟ . . #HowardAcademy #School #Colegio #Panamá #Estudiantes #students #panamacity #panamapacifico #creatividad #juegos #play #education #educación #jueves #tbt #ajedrez,actividades educativas
Juan Eloy Luria nos acompaña desde #Chitre representando al Colegio Agustiniano. #PuntosDeCultura #DerechosCulturales #Panamá #Ajedrez #JaqueMate,actividades educativas
Ajedrez Curricular con los chicos del 3B del Colegio Episcopal de Panama. #PlaytoThink… https://www.instagram.com/p/BE_MLkhuB-5/,actividades educativas
"en el colegio de mis hijos en Panamá se ha iniciado un proyecto de ajedrez, con el apoyo de la federación de ajedrez, su presidente está muy entusiasmado con la idea de que el ajedrez como materia desde maternal ( 3 años)se convierta en eje transversal de educación para 2020.",actividades educativas
"Labor social @talenpropanama hoy con mis hermanos @KiwanisPma visitando la escuela Juan B. Sosa, en Panama Viejo #YSeguimos #SirviendoALosNiñosDelMundo",otros
"Voluntarios de @CWPanama realizaron una labor social en la escuela El Salto, pintando el comedor escolar donde asisten los niños de la etnia emberá para recibir su desayuno y almuerzo que les brinda nuestra Fundación. Gracias por apoyarnos. #176niñosbeneficiados #darien #panama",otros
"Quien es la Dirección que se encarga de los orfanatos en Panamá??? Tengo el grupo de los chicos del salón de mi hijo, graduandos, y necesitamos organizar para la labor social!",otros
Ayer: Cia No. 1 realizo labor social en la Escuela Republica de Jamaica.,otros
Viendo fútbol americano colegial. La banda de la U de Oregon tocó Panamá de Van Halen y sonó bien.,otros
"Este Viernes 18 estaremos con Jeff desde Panamá y la banda sin pasado, recolectando útiles escolares, a todos mis amigos cordialmente invitados apartir de las 7 pm en el auditorio de MCI Medellín. Te esperamos ven y dona tu útil escolar y recibe un...",otros
"#Regresoaclases 2018. Centro Educativo Monseñor Francisco Beckmann. Región Escolar de Panamá Norte. Da la bienvenida al año escolar 2018. Con mucho respaldo de autoridades, la comunidad educativa y al ritmo de las notas interpretadas por la banda internacional Beckmannista.",otros
"¿Qué tal ""Panama"" de Van Halen, en versión banda escolar? #RoseBowl",otros
"RT @Ivan_Pirron: ¿Qué tal ""Panama"" de Van Halen, en versión banda escolar? #RoseBowl // mejor banda escolar que con banda duranguense no?",otros
"@ManuelCorredera ni que fuera concurso de Mr.Panamá o algo así, el debate no se gana, es la ventana para conocer las propuestas, solo eso",otros
"Como dijo Luis Materno Vazquez hijo en un @Debate_Abierto Dominical, ""Las revoluciones o cambios en pais se hacen en las calles con el concurso de la sangre no desde el Tuiter"".... #PANAMA_CONGOLANDIA #PANAMAMOTTA_SA",otros
"Retweeted Debate Abierto (@Debate_Abierto): #DebateAbierto ""Panamá no se hizo solo, si no con el concurso de los... http://fb.me/75MsjoPsP",otros
"RT @Ivan_Pirron: ¿Qué tal ""Panama"" de Van Halen, en versión banda escolar? #RoseBowl // mejor banda escolar que con banda duranguense no?",otros
"La docente Eva Ramos, expuso sobre las oportunidades que tienen los alumnos en el salón de clases en la enseñanza de ciencia en inglés. https://t.co/4gWKnSq7Wr",infraestructura
"RT @frantrej05: @icardreyes @ExcelenciaPma @CastaliaPascual @tvnnoticias El futuro del país se definen en las aulas, tenemos que impulsar e…",infraestructura
"Recorrido por laa nuevas instalaciones del CRU DARIÉN .Todas las aulas con Aires Acondicionados , luces led, sillas , tableros y escritorios. https://t.co/gOqbO8MZVk",infraestructura
¿Cómo es un aula atractiva para la enseñanza de matemáticas y ciencias? ?Cómo las escuelas y los sistemas educativos pueden ayudar a los profesores a mejorar el aprendizaje en matemáticas y ciencias? un reporte que nos ayuda en la búsqueda https://t.co/0yKTVJRq4S #Educación https://t.co/eFYqIwqBcI,infraestructura
Biblioteca de CRUCOLON Dr. Víctor Manuel Pérez con nuevo sistema de aires acondicionados.@eflorescastro https://t.co/wQFqiDwF7U,infraestructura
Las nuevas aulas del CRU DARIEN suman 20 en total y están terminadas antes del tiempo previsto señala la Profesora Narcisa Jaén Secretaria Administrativa del Centro.@eflorescastro @MetroLibrePTY https://t.co/RLjOiJw1sn,infraestructura
Facultad de Comunicación Social Adecua su Instalación y Renueva Mobiliario https://t.co/uwQoc7huxK https://t.co/t260AmgsZW,infraestructura
“El mobiliario sí importa en la escuela” https://t.co/lzBzt47WEs vía @el_pais,infraestructura
Facultad de Comunicación Social Adecua su Instalación y Renueva Mobiliario https://t.co/uwQoc7huxK https://t.co/t260AmgsZW,infraestructura
"Recorrido por laa nuevas instalaciones del CRU DARIÉN .Todas las aulas con Aires Acondicionados , luces led, sillas , tableros y escritorios. https://t.co/gOqbO8MZVk",infraestructura
"Vice decana de las Facultad de Enfermería, Yolanda González y la Secretaria Administrativa, Elina de Gorday recibe 20 escritorios de parte del di rector de Servicios Administrativo,, Rolando Gordón. https://t.co/DH0iSLczpa",infraestructura
ADMINISTRACIÓN CENTRAL DE LA UNIVERSIDAD DE PANAMÁ REEMPLAZA ESCRITORIOS https://t.co/mnakIUXgl4 https://t.co/fmLw2bbDN5,infraestructura
"Decano de la Facultad de Arquitectura, Ricardo Ortega en compañía de la secretaria administrativa, Omaira Domínguez reciben del director de Servicios",infraestructura
Taller del programa Hagamos Ciencia de Senacyt y Meduca con materiales de la Caja de Herramientas El Puente Surge. http://t.co/p9Wr53DO9c,infraestructura
"Día ideal para mejorar la calidad de los materiales. Las paredes No enseñan, los profesores Sí... @AcaAprendemos https://t.co/rl2u0U4Myy",infraestructura
"Personal de la Vicerrectoría de Extensión en los preparativos de los materiales que serán utilizados para el Programa Escuela Internacional de Verano 2019, que inicia del lunes 4 al 22 de Febrero, en la Universidad de Panamá. https://t.co/Ocb2PAVSu6",infraestructura
RT @educpraxis: Preparando materiales para el Taller “El Lenguaje de las Matemáticas” que dictaremos en la Escuela San Pedro Nolasco https:…,infraestructura
Para aprender matemática trabajamos con materiales y programas @AcaAprendemos https://t.co/Pup4J6WtHX,infraestructura
"RT @RusiaGonzalez: Excelentes ejemplos de materiales didácticos con la aplicación de la realidad aumentada, comparte el Dr. Julio Barroso…",infraestructura
CENTRO REGIONAL UNIVERSITARIO DE DARIÉN PRONTO INAUGURARÁ NUEVAS AULAS https://t.co/ndUDu1FhfT https://t.co/0xFNQoJ8Xi,infraestructura
Ya por @SERTVPANAMA la Revista Informativa Hacia La Luz desde el CRU Darién.,infraestructura
Pronto la entrega la las nuevas aulas.@eflorescastro https://t.co/VgNQ4FUIyx,infraestructura
RT @maru_albarracin: Los espacios y el mobiliario promueven el aprendizaje personal y la colaboración en @colemontse #SimposiumBcnEdu https…,infraestructura
"Entrega de 34 escritorios en la Facultad de Empresa y Contabilidad recibe su secretario administrativo, Teodoro Mena. https://t.co/VvfSf6hDp8",infraestructura
"Administrativos, Rolando Gordón 20 escritorios. https://t.co/DwNT0ndnhk",infraestructura
RT @educalab: ¿Se puede también trabajar el #PensamientoComputacional sin ordenadores? Instrumentos y materiales del experimento.,infraestructura
RT @AcaAprendemos: Ya están disponibles materiales didácticos 2016 p/ fortalecer aprendizajes Inicial Primaria y Secundaria https://t.co/2H…,infraestructura
"@FrankChollywood: El Papa tiene que regresar a Panamá. Su presencia hace milagros: Huecos tapados, solución del problema del agro, Metro listo,  los ladrones van presos, calles pintadas, señalizaciones,  escuelas listas, Metro Bus desde el aeropuerto a $0.25 y más cosas buenas. #JMJ2019",infraestructura
"@si_yo27: Increíble que en Panamá SIEMPRE sea el mismo cuento  de que sin maestro, sin profesor, sin colegio listos, baños en las escuelas etc.
QUE VERGÜENZA DIOS MÍO! Que los políticos de este país Tan pequeño,   tengan otras prioridades que no sea
 LA EDUCACIÓN",infraestructura
@CarlosEnoticias: Sí todos los centros educativos listos para que acudan los estudiantes.,infraestructura
@CoolPanama: W Radio #Panama: MEDUCA intenta tener escuelas listas para inicio del próximo año escolar:  http://bit.ly/6cD6q9,infraestructura
"@aplanells: Se nota el esfuerzo que se ha hecho este año para tener las escuelas listas, felicidades @Meduca_Panama",infraestructura
"Noticias que entristecen: En Changuinola (Panama), más de 70 colegios no estarán listos para inicio de clases. No tienen agua, luz.....ni bancas. En el País de mejor grado de inversión y mayor crecimiento de AL. Que lo sepan peregrinos de la #JMJ",infraestructura
"Como todos los años los colegios no estarán listos eso es seguro. Falta de profesores, centros en reparación, falta de equipamiento ¿porqué siempre ocurre lo mismo? ¿como hay fuertes sumas de dinero para otras cosas? ¿la educación no es importante en Panamá?",infraestructura
#Encuesta ¿A alguien le asombra que muchos #colegios no están listos para el inicio de clases? #Panama,infraestructura
Colegios de Panamá centro se encuentran listos para darle la bienvenida a los estudiantes. #SertvDigital,infraestructura
Este es mi #Panamá los colegios aún NO están listos pero el Carnaval no le falta nada....,infraestructura
"Directora Regional de Panamá Centro, Petra Serracin, afirma que todos los colegios estarán listos para iniciar el año lectivo 2019. Vía @keniaalonso08 #RPCRadio",infraestructura
"Todos los años desde que tengo memoria los titulares al inicio del año escolar son ""colegios no estan listos"" o ""se estan cayendo"" Usted jamas escucha al inicio de carnavales, tarimas y PH's en las Tablas no estan listos o se estan cayendo. #Panama",infraestructura
"Panamá: MEDUCA hace esfuerzo para tener colegios listos: De Crespo #meduca http://bit.ly/VAKzzm  , RT",infraestructura
Inaudito que a estas alturas no hayan colegios listos para iniciar clases en Panamá. ¿Por qué no se les dio mantenimiento en las vacaciones?,infraestructura
#Nacionales Año lectivo 2016 se inicia con el 95% de los colegios públicos listos -> http://bit.ly/1oSmzHW,infraestructura
Alguien se pregunta el porque @Meduca_Panama nunk ha podido tener TODOS los colegios listos para el año escolar en la historia de este pais? Aaaaa... jajajajaja,infraestructura
MAL DE NUNCA ACABAR!! Las Clases empiezan el Lunes y Todavía hay colegios que no están listos. Ajo pero en enero si arreglaron todo Rapidito!,infraestructura
#Panamá - ¿Están los colegios listos para el regreso a clases?,infraestructura
Meduca: 98% de los colegios del país están listos para el inicio del año escolar https://ensegundos.com.pa/2019/02/27/meduca-98-de-los-colegios-del-pais-estan-listos-para-el-inicio-del-ano-escolar/ …,infraestructura
En un mes inician las clases y los padres de familia temen que los colegios no estén listos.@Meduca_Panama confía en que inversión dé frutos,infraestructura
"#Nacionales: Colegios en Panamá Norte, listos para iniciar el año escolar. Los detalles en http://bit.ly/1QiJhEW",infraestructura
Puedo reconocer la buena disposición de @Meduca_Panama por tener los colegios listos para el inicio de clases. Aun quedan temas pendientes.,infraestructura
#Nacionales Varios colegios no estarán listos para el inicio de clases #Panamá http://bit.ly/1PPwunX,infraestructura
"PANAMÁ IRREDENTA. El actual ministro de Educación era Vice de Infraestructura. Pero el año lectivo inicia con 36 centros educativos que no estarán listos. Y, ¿qué ha hacía este pelafustán?",infraestructura
"Como van las cosas en @Meduca_Panama pronosticó que los centros educativos NO estarán listos para este inicio de clases 2018, será histórico para Panamá. ""Amanecerá y veremos""",infraestructura
Durara mi pobreza lo q durará en salir el titular «Nuevamente centros educativos no están listos para inicio año escolar». #Panama,infraestructura
#Noticias Meduca asegura que centros educativos están listos http://bit.ly/1j6iM1r  #Panama,infraestructura
ya listos los diferentes centros educativos de Panamá Oeste #RegresoaClases,infraestructura
"#NacionalCri El @Meduca_Panama rindió un informe de los centros educativos que estarán listos para el inicio del año lectivo 2019., indicó Ricardo Pinzón, ministro de Educación. Video: @jeandiaz1331",infraestructura
Tres centros educativos en Chiriquí no estarán listos para inicio de año - Panamá América http://ift.tt/2meLBAr,infraestructura
"Buenos días @farmarrocha estamos listos en los Colegios de Panamá, entregando el Catálogo de Playzone #activados",otros
"¡¡Nuestros representantes Genibert y Juan Carlos, de los Centros Educativos Juan Pablo II y Angélica Massé Fe y Alegría, ya en Panamá listos participar en la Jornada Mundial de la Juventud 2019 !!",otros
RT senafrontpanama: RT Meduca_Panama: Estamos listos para recibir a nuestros estudiantes en sus Centros Educativos…,otros
Listos para continuar con faena de mantenimiento en centros educativos del país. #MiEscuelaEsPrimero @Meduca_Panama,otros
"Yo le recomiendo a los estudiantes que no tienen sus escuelas y colegios, listos , que se dirijan a clayton pasando la embajada USA hay una escuela y pregunten por, Alma Mater mentirita ALEMAN el les dara clases.",otros
"87 graduandos de colegios en Chiriquí, finalizaron las capacitaciones del Programa Panamá #ProJoven y están listos para su pasantía laboral.",otros
"Y que nuestros uniformes estén listos para lucirlos en los colegios, en el trabajo, en la calle. Apoyando a Panamá",otros
RT @MorenoBID: En las aulas de una escuela de la élite de Silicon Valley no hay computadoras para los alumnos. Enfatizan el desarrollo de h…,tecnologia
"Facultad de Administración de Empresas del CRU de Veraguas, recibe computadoras https://t.co/vcXwYLo1hf https://t.co/ixNko5iIsD",tecnologia
RT @DianaHincapieO: ¿Están preparadas las aulas para las nuevas tecnologías? https://t.co/ZouOpsuNRA,tecnologia
RT @EnteratePanama: Capacitaciones en el uso de TICS para los ganadores del Concurso Nacional por la Excelencia Educativa 2017 https://t.co…,tecnologia
#LAC está invirtiendo cada vez más en equipamiento tecnológico y recursos digitales para cerrar la brecha de habilidades en el mercado laboral y la de aprendizajes entre estudiantes de altos y bajos ingresos. Te contamos acá #Educación https://t.co/PaWnpDvZny https://t.co/PaCFQMUteV,tecnologia
En 5 años podríamos trasladarnos a la oficina en automóviles sin conductor o tener robots como mentores en el aula. La tecnología al servicio de los ciudadanos tiene un potencial beneficio social sin precedentes. Te explicamos en este blog #EquidadTotal https://t.co/jyxXbT9qQk https://t.co/FcJYNyaayr,tecnologia
Estamos participando en la presentación de los resultados del estudio de inclusión de TIC en centros educativos con aulas de @TelefonicaPA @oeipanama @Meduca_Panama ������������������ https://t.co/KwhfWPn6bt,tecnologia
"RT @oeipanama: Así termina la semana de seminario de TICs, muchas gracias a todos los profesores participantes. @EspacioOEI @ExcelenciaPma…",tecnologia
Pizarra Vs computadoras: Los retos del uso de la tecnología en la #educación https://t.co/vovna4VSGG https://t.co/FSKhgZYhxI,tecnologia
RT @MorenoBID: En las aulas de una escuela de la élite de Silicon Valley no hay computadoras para los alumnos. Enfatizan el desarrollo de h…,tecnologia
"RT @utpciditic: Conversatorio sobre Transformación digital: TICs en Panamá, expositor Dr. Jayguer Vásquez @jayguer @biomuseo @utppanama @op…",tecnologia
RT @oeipanama: Seguimos con la capacitación de TICs a profesores ganadores del 2o lugar. Esperamos estén teniendo una excelente jornada. @E…,tecnologia
"Gracias @Meduca_Panama por reconocer el esfuerzo y dedicación de los finalista de #Oratoria2018 y sus profesores, otorgando tablets a cada uno de ellos. Esta valiosa herramienta tecnológica contribuirá con su proceso de formación académica y su éxito profesional.",tecnologia
"#VoluntariosTelefonica son un apoyo importante a la hora de llevar el proyecto #AulaDigital a las escuelas en zonas vulnerables junto a Fundación Telefonica Panamá, además de apoyar en formaciones a docentes en la plataforma del proyecto #EducaciónDigital",tecnologia
FALTA DE FLUIDO ELÉCTRICO PROVOCA SUSPENSIÓN DE CLASES EN LA FACULTAD DE HUMANIDADES https://t.co/XjmBdT3sAr https://t.co/VNuoA42ba3,sistema educativo
RT @TReporta: CSJ ordena levantar la suspensión provisional de la bonificación a los profesores en la UP https://t.co/zaaCZr99MB https://t.…,sistema educativo
"Visitamos #ElPeñón, en la comarca Ngäbe Buglé, fue día final de clases, de cierre de año para evaluar logros y repasar pendientes. Una comunidad que se ha convertido en un centro de desarrollo modelo https://t.co/KbzWe8ac9J",sistema educativo
"RT @Debate_Abierto: ""Este logro inició con un proceso de divulgación en nuestro centro educativo"". Carmen Gordón https://t.co/8wljI6vat6",sistema educativo
Felicidades a todos los estudiantes que reciben hoy reconocimiento por sus logros académicos #CalidadEducativaPma https://t.co/fozV73aOVf,sistema educativo
"RT @RoboCupJrPA: ""Estamos muy orgullosos de los logros alcanzados por la delegación panameña en la Competencia #RoboCup 2017"", resalta el D…",sistema educativo
RT @iahalman: Felicidades estudiantes de la escuela modelo y Escuela de Excelencia Guillermo Endara Galimani por este logro @ExcelenciaPma…,sistema educativo
El día de hoy se llevó a cabo el Taller “Estrategias para un año Escolar Exitoso 2019” con @FundacionProEd,directores
Contó con la participación de los,directores
Directores de los centros educativos inscritos en las ediciones del Concurso Nacional por la Excelencia Educativa. https://t.co/PJoGHezBmr,directores
"Directores que obtuvieron el 2do lugar y premio regional en el Concurso Nacional por la Excelencia Educativa 2018, culminaron satisfactoriamente capacitación ""Academia Liderazgo para Directores"" con @FundacionProEd",directores
#HablemosDeEducacionPma https://t.co/PYQe1XoEdS,directores
RT @frantrej05: El viernes compartí con más de 100 directores de Panamá Centro. Me gustaron mucho las palabras de la Directora del C.E. Rep…,directores
Nos visitó en la Fundación la Directora del C.E. Pablo Emilio Corsen - Segundo lugar del Concurso #CaminoALaExcelencia https://t.co/aDyixqo1AQ,directores
"RT @frantrej05: Da mucha esperanza escuchar al Director del Colegio Félix Olivares de Chiriquí, centro ganador del 1re lugar del Concurso @…",directores
"RT @Debate_Abierto: ""El director de la escuela es el líder, y la fundación está dando capacitaciones para darle mejores herramientas. Es un…",directores
Gracias a Directores y Supervisores de Herrera por su tiempo y compromiso con nuestra educación #CaminoALaExcelencia https://t.co/13i3QgpAkZ,directores
RT @MelyWongSagel: Felicitamos a este grupo de docentes y directores de colegios que aceptaron el reto de la #excelenciaeducativa con la @o…,directores
"RT @Debate_Abierto: ""Parte de los premios del concurso van enfocados a los directores porque es clave en la formación. El cambio que necesi…",directores
RT @frantrej05: Este año regresamos al Mundial de Educación PISA������. Tenemos que apoyar a las selecciones nacionales que están en las escuela…,evaluacion
RT @frantrej05: Este año Panamá va por 1ra vez al ⚽️Mundial de fútbol y regresamos al ������Mundial de Educación con la prueba PISA ������,evaluacion
"RT @Eirasantamaria: Región Educativa de Chiriquí, participa de la presentación de Logros, Proyectos y Retos del SIMECE por parte de la Dir.…",evaluacion
RT @TReporta: El Viceministro del @Meduca_Panama Carlos Staff señaló que Panamá ya está preparada para la prueba PISA; un estudio que mide…,evaluacion
"Hoy, el lugar donde estudies determina la calidad de educación que recibes #ActuemosUnidos para cambiar esta realidad, cada aporte cuenta",educacion
"En el seguimiento y la continuidad al sistema educativo, radica la importancia de logro en la #calidad educativa. #ExcelenciaEducativaPma https://t.co/Nwrs5hAGHD",educacion
"RT @TReporta: ""Ha Panamá le importa mucho lograr una educación de calidad"" Julio Escobar @ExcelenciaPma #TReporta",educacion
RT @FundacionProEd: Hoy estaremos participando en el Congreso Internacional de Educación Integral- Retos del Milenio. Compartiremos nuestra…,educacion
"La habilidades blandas, aprender a tejer, escribir con tiza o practicar nuevas palabras jugando con pelotas son actividades que van más allá de una moda de Silicon Valley. Este tipo de educación se convierte en una estrategia para innovar #Educación https://t.co/i2EDtMd5Yv https://t.co/X7CXDIsxM1",educacion
RT @marianaprv: Lo bueno se comparte! Éxitos a @ExcelenciaPma y sus proyectos! La educación integral es CLAVE y el trabajo con docentes mar…,educacion
"Aunque las habilidades cognitivas están relacionadas con resultados en el mercado laboral, su importancia ha venido cayendo en las últimas 2 décadas, mientras que los retornos a las habilidades blandas han ido aumentando #Educación https://t.co/DiDaS29tgv https://t.co/olQKUqOZhl",educacion
RT @Garbochic: Que hermosura. La educación integral es la solución https://t.co/ZfAnykFR4J,educacion
RT @OrisSanjur: Interesante artículo. No todo es tecnología. Es necesario que nuestros chicos y chicas desarrollen habilidades blandas. Deb…,educacion
RT @Infoplazass: Queremos Felicitar a la Fundación Excelencia Educativa por su labor en resaltar la calidad de educación en las escuelas de…,educacion
RT @ManuelATronge: El Jueves se entregaron resultados Unesco sobre calidad de educación en Latinoamérica. Nuestros candidatos no dijeron na…,educacion
Más de 2000 estudiantes participaron en #ExcelenciaEducativaPma. ¡Gracias! por querer una #Educación de calidad para #Panamá.,educacion
RT @Telemetro: ¡ @RSEMedcom Impulsando la educación de calidad como una prioridad nacional y apoyando el Concurso por #ExcelenciaEducativaP…,educacion
