tweet,categoria
Muestra de #Robotica en el BizFit #Panama #2014 Por Escuela Publica de Chiriqui...,actividades educativas
Niños de la Escuela Oxford Panamá concursan en la Olimpiada de Robótica y competencia de proyectos científicos con un robot automatizado que mueve paneles solares para captar mejor la energía solar. Vía @riverarias92,actividades educativas
Clases de Robótica @Meduca_Panama Escuela Secundaria de Aserrío,actividades educativas
Estudiantes de la Escuela Multigrado de Los Castillos de Parita finalizan su Curso de Robótica Educativa. @senacyt @eflorescastro @Meduca_Panama @DIGITE_UP,actividades educativas
Visitamos la escuela Carlos A. Mendoza para conocer cómo la robótica se convierte en una herramienta educativa @fundesteam #Panamá #Educación #RobóticaEducativa #LegadoMotta,actividades educativas
"Una gran variedad de hortalizas y granos son cosechados por estudiantes y educadores de la escuela Hato San Juan, distrito de San Lorenzo, en el huerto establecido a través del programa @MIDAPANAMA, @Meduca_Panama, @CajadeAhorrosPA",actividades educativas
@leroymerlin_es hola!! El CEIP República de Panamá se reúne hoy para dar pistoletazo de salida al Huerto Escolar. Estamos a la espera de vuestras ideas!! Mil gracias!!!,actividades educativas
El proyecto de huerto escolar dirigido por la... http://fb.me/7WA63hZim,actividades educativas
Realizan cosecha de huerto escolar http://bit.ly/2bfIerl  #Panama,actividades educativas
Aun no entiendo como el Gobierno no tiene dinero para mandar una banda de musica de una escuela publica a representar a Panamá en otro pais,actividades educativas
"Banda de música Escuela La Primavera Santiago,en sus últimas prácticas para su participación en la ""Cumbre de Panamá"".",actividades educativas
Ganadoras (primer y segundo lugar) Concurso Nacional Juvenil de Debate dado ayer en el Hotel Panamá.,actividades educativas
"Estudiantes de la universidad de Panamá del centro regional de Coclé, hoy cumplimos con nuestra labor social para el beneficio de una escuela en Antón. Gracias por ayudarlos.",actividades educativas
Hoy en la escuela Nombre de Dios nos dieron un grato reconocimiento por nuestra labor social. #Panama #pty,actividades educativas
"#ElPaísDD Estudiantes de Cristóbal Adán Urriola (CADU) ubicada en Arraiján, Panamá Oeste recogen donación de alimentos secos para el Hogar San José de Malambo. Esta es la labor social de los chicos que les exigen en la escuela y hoy están en el SuperCarnes @Jesus06041973",actividades educativas
Los estudiantes de secundaria están obligados a realizar 80 horas de labor social y lo que hacen son tonterías. Opino que podrían sumar 40 horas de limpieza de playas o de su propia escuela.,actividades educativas
Esmy estudiante de Colegio Sant Antony desarrolla labor social ayudando a leer y escribir a residente.@Meduca_Panama,actividades educativas
Escuela Episcopal de Panamá se alza como equipo campeón del primer torneo de Ajedrez Escolar,actividades educativas
"Desde Panamá , ajedrez en la escuela. No conozco aún Panamá pero estás fotos me han despertado la ilusión de un",actividades educativas
Llevando el ajedrez a todo mi Panamá. Escuela Luis N. Herazo @panamamunicipio @panamachesskids @KatleenLevyG #Ajedrez #ajedrezparatodos,actividades educativas
Recreación y aprendizaje ♟ . . #HowardAcademy #School #Colegio #Panamá #Estudiantes #students #panamacity #panamapacifico #creatividad #juegos #play #education #educación #jueves #tbt #ajedrez,actividades educativas
Juan Eloy Luria nos acompaña desde #Chitre representando al Colegio Agustiniano. #PuntosDeCultura #DerechosCulturales #Panamá #Ajedrez #JaqueMate,actividades educativas
Ajedrez Curricular con los chicos del 3B del Colegio Episcopal de Panama. #PlaytoThink… https://www.instagram.com/p/BE_MLkhuB-5/,actividades educativas
"en el colegio de mis hijos en Panamá se ha iniciado un proyecto de ajedrez, con el apoyo de la federación de ajedrez, su presidente está muy entusiasmado con la idea de que el ajedrez como materia desde maternal ( 3 años)se convierta en eje transversal de educación para 2020.",actividades educativas
"Labor social @talenpropanama hoy con mis hermanos @KiwanisPma visitando la escuela Juan B. Sosa, en Panama Viejo #YSeguimos #SirviendoALosNiñosDelMundo",otros
"Voluntarios de @CWPanama realizaron una labor social en la escuela El Salto, pintando el comedor escolar donde asisten los niños de la etnia emberá para recibir su desayuno y almuerzo que les brinda nuestra Fundación. Gracias por apoyarnos. #176niñosbeneficiados #darien #panama",otros
"Quien es la Dirección que se encarga de los orfanatos en Panamá??? Tengo el grupo de los chicos del salón de mi hijo, graduandos, y necesitamos organizar para la labor social!",otros
Ayer: Cia No. 1 realizo labor social en la Escuela Republica de Jamaica.,otros
Viendo fútbol americano colegial. La banda de la U de Oregon tocó Panamá de Van Halen y sonó bien.,otros
"Este Viernes 18 estaremos con Jeff desde Panamá y la banda sin pasado, recolectando útiles escolares, a todos mis amigos cordialmente invitados apartir de las 7 pm en el auditorio de MCI Medellín. Te esperamos ven y dona tu útil escolar y recibe un...",otros
"#Regresoaclases 2018. Centro Educativo Monseñor Francisco Beckmann. Región Escolar de Panamá Norte. Da la bienvenida al año escolar 2018. Con mucho respaldo de autoridades, la comunidad educativa y al ritmo de las notas interpretadas por la banda internacional Beckmannista.",otros
"¿Qué tal ""Panama"" de Van Halen, en versión banda escolar? #RoseBowl",otros
"RT @Ivan_Pirron: ¿Qué tal ""Panama"" de Van Halen, en versión banda escolar? #RoseBowl // mejor banda escolar que con banda duranguense no?",otros
"@ManuelCorredera ni que fuera concurso de Mr.Panamá o algo así, el debate no se gana, es la ventana para conocer las propuestas, solo eso",otros
"Como dijo Luis Materno Vazquez hijo en un @Debate_Abierto Dominical, ""Las revoluciones o cambios en pais se hacen en las calles con el concurso de la sangre no desde el Tuiter"".... #PANAMA_CONGOLANDIA #PANAMAMOTTA_SA",otros
"Retweeted Debate Abierto (@Debate_Abierto): #DebateAbierto ""Panamá no se hizo solo, si no con el concurso de los... http://fb.me/75MsjoPsP",otros
"RT @Ivan_Pirron: ¿Qué tal ""Panama"" de Van Halen, en versión banda escolar? #RoseBowl // mejor banda escolar que con banda duranguense no?",otros
"La docente Eva Ramos, expuso sobre las oportunidades que tienen los alumnos en el salón de clases en la enseñanza de ciencia en inglés. https://t.co/4gWKnSq7Wr",infraestructura
"RT @frantrej05: @icardreyes @ExcelenciaPma @CastaliaPascual @tvnnoticias El futuro del país se definen en las aulas, tenemos que impulsar e…",infraestructura
"Recorrido por laa nuevas instalaciones del CRU DARIÉN .Todas las aulas con Aires Acondicionados , luces led, sillas , tableros y escritorios. https://t.co/gOqbO8MZVk",infraestructura
¿Cómo es un aula atractiva para la enseñanza de matemáticas y ciencias? ?Cómo las escuelas y los sistemas educativos pueden ayudar a los profesores a mejorar el aprendizaje en matemáticas y ciencias? un reporte que nos ayuda en la búsqueda https://t.co/0yKTVJRq4S #Educación https://t.co/eFYqIwqBcI,infraestructura
Biblioteca de CRUCOLON Dr. Víctor Manuel Pérez con nuevo sistema de aires acondicionados.@eflorescastro https://t.co/wQFqiDwF7U,infraestructura
Las nuevas aulas del CRU DARIEN suman 20 en total y están terminadas antes del tiempo previsto señala la Profesora Narcisa Jaén Secretaria Administrativa del Centro.@eflorescastro @MetroLibrePTY https://t.co/RLjOiJw1sn,infraestructura
Facultad de Comunicación Social Adecua su Instalación y Renueva Mobiliario https://t.co/uwQoc7huxK https://t.co/t260AmgsZW,infraestructura
“El mobiliario sí importa en la escuela” https://t.co/lzBzt47WEs vía @el_pais,infraestructura
Facultad de Comunicación Social Adecua su Instalación y Renueva Mobiliario https://t.co/uwQoc7huxK https://t.co/t260AmgsZW,infraestructura
"Recorrido por laa nuevas instalaciones del CRU DARIÉN .Todas las aulas con Aires Acondicionados , luces led, sillas , tableros y escritorios. https://t.co/gOqbO8MZVk",infraestructura
"Vice decana de las Facultad de Enfermería, Yolanda González y la Secretaria Administrativa, Elina de Gorday recibe 20 escritorios de parte del di rector de Servicios Administrativo,, Rolando Gordón. https://t.co/DH0iSLczpa",infraestructura
ADMINISTRACIÓN CENTRAL DE LA UNIVERSIDAD DE PANAMÁ REEMPLAZA ESCRITORIOS https://t.co/mnakIUXgl4 https://t.co/fmLw2bbDN5,infraestructura
"Decano de la Facultad de Arquitectura, Ricardo Ortega en compañía de la secretaria administrativa, Omaira Domínguez reciben del director de Servicios",infraestructura
Taller del programa Hagamos Ciencia de Senacyt y Meduca con materiales de la Caja de Herramientas El Puente Surge. http://t.co/p9Wr53DO9c,infraestructura
"Día ideal para mejorar la calidad de los materiales. Las paredes No enseñan, los profesores Sí... @AcaAprendemos https://t.co/rl2u0U4Myy",infraestructura
"Personal de la Vicerrectoría de Extensión en los preparativos de los materiales que serán utilizados para el Programa Escuela Internacional de Verano 2019, que inicia del lunes 4 al 22 de Febrero, en la Universidad de Panamá. https://t.co/Ocb2PAVSu6",infraestructura
RT @educpraxis: Preparando materiales para el Taller “El Lenguaje de las Matemáticas” que dictaremos en la Escuela San Pedro Nolasco https:…,infraestructura
Para aprender matemática trabajamos con materiales y programas @AcaAprendemos https://t.co/Pup4J6WtHX,infraestructura
"RT @RusiaGonzalez: Excelentes ejemplos de materiales didácticos con la aplicación de la realidad aumentada, comparte el Dr. Julio Barroso…",infraestructura
CENTRO REGIONAL UNIVERSITARIO DE DARIÉN PRONTO INAUGURARÁ NUEVAS AULAS https://t.co/ndUDu1FhfT https://t.co/0xFNQoJ8Xi,infraestructura
Ya por @SERTVPANAMA la Revista Informativa Hacia La Luz desde el CRU Darién.,infraestructura
Pronto la entrega la las nuevas aulas.@eflorescastro https://t.co/VgNQ4FUIyx,infraestructura
RT @maru_albarracin: Los espacios y el mobiliario promueven el aprendizaje personal y la colaboración en @colemontse #SimposiumBcnEdu https…,infraestructura
"Entrega de 34 escritorios en la Facultad de Empresa y Contabilidad recibe su secretario administrativo, Teodoro Mena. https://t.co/VvfSf6hDp8",infraestructura
"Administrativos, Rolando Gordón 20 escritorios. https://t.co/DwNT0ndnhk",infraestructura
RT @educalab: ¿Se puede también trabajar el #PensamientoComputacional sin ordenadores? Instrumentos y materiales del experimento.,infraestructura
RT @AcaAprendemos: Ya están disponibles materiales didácticos 2016 p/ fortalecer aprendizajes Inicial Primaria y Secundaria https://t.co/2H…,infraestructura
"@FrankChollywood: El Papa tiene que regresar a Panamá. Su presencia hace milagros: Huecos tapados, solución del problema del agro, Metro listo,  los ladrones van presos, calles pintadas, señalizaciones,  escuelas listas, Metro Bus desde el aeropuerto a $0.25 y más cosas buenas. #JMJ2019",infraestructura
"@si_yo27: Increíble que en Panamá SIEMPRE sea el mismo cuento  de que sin maestro, sin profesor, sin colegio listos, baños en las escuelas etc.
QUE VERGÜENZA DIOS MÍO! Que los políticos de este país Tan pequeño,   tengan otras prioridades que no sea
 LA EDUCACIÓN",infraestructura
@CarlosEnoticias: Sí todos los centros educativos listos para que acudan los estudiantes.,infraestructura
@CoolPanama: W Radio #Panama: MEDUCA intenta tener escuelas listas para inicio del próximo año escolar:  http://bit.ly/6cD6q9,infraestructura
"@aplanells: Se nota el esfuerzo que se ha hecho este año para tener las escuelas listas, felicidades @Meduca_Panama",infraestructura
"Noticias que entristecen: En Changuinola (Panama), más de 70 colegios no estarán listos para inicio de clases. No tienen agua, luz.....ni bancas. En el País de mejor grado de inversión y mayor crecimiento de AL. Que lo sepan peregrinos de la #JMJ",infraestructura
"Como todos los años los colegios no estarán listos eso es seguro. Falta de profesores, centros en reparación, falta de equipamiento ¿porqué siempre ocurre lo mismo? ¿como hay fuertes sumas de dinero para otras cosas? ¿la educación no es importante en Panamá?",infraestructura
#Encuesta ¿A alguien le asombra que muchos #colegios no están listos para el inicio de clases? #Panama,infraestructura
Colegios de Panamá centro se encuentran listos para darle la bienvenida a los estudiantes. #SertvDigital,infraestructura
Este es mi #Panamá los colegios aún NO están listos pero el Carnaval no le falta nada....,infraestructura
"Directora Regional de Panamá Centro, Petra Serracin, afirma que todos los colegios estarán listos para iniciar el año lectivo 2019. Vía @keniaalonso08 #RPCRadio",infraestructura
"Todos los años desde que tengo memoria los titulares al inicio del año escolar son ""colegios no estan listos"" o ""se estan cayendo"" Usted jamas escucha al inicio de carnavales, tarimas y PH's en las Tablas no estan listos o se estan cayendo. #Panama",infraestructura
"Panamá: MEDUCA hace esfuerzo para tener colegios listos: De Crespo #meduca http://bit.ly/VAKzzm  , RT",infraestructura
Inaudito que a estas alturas no hayan colegios listos para iniciar clases en Panamá. ¿Por qué no se les dio mantenimiento en las vacaciones?,infraestructura
#Nacionales Año lectivo 2016 se inicia con el 95% de los colegios públicos listos -> http://bit.ly/1oSmzHW,infraestructura
Alguien se pregunta el porque @Meduca_Panama nunk ha podido tener TODOS los colegios listos para el año escolar en la historia de este pais? Aaaaa... jajajajaja,infraestructura
MAL DE NUNCA ACABAR!! Las Clases empiezan el Lunes y Todavía hay colegios que no están listos. Ajo pero en enero si arreglaron todo Rapidito!,infraestructura
#Panamá - ¿Están los colegios listos para el regreso a clases?,infraestructura
Meduca: 98% de los colegios del país están listos para el inicio del año escolar https://ensegundos.com.pa/2019/02/27/meduca-98-de-los-colegios-del-pais-estan-listos-para-el-inicio-del-ano-escolar/ …,infraestructura
En un mes inician las clases y los padres de familia temen que los colegios no estén listos.@Meduca_Panama confía en que inversión dé frutos,infraestructura
"#Nacionales: Colegios en Panamá Norte, listos para iniciar el año escolar. Los detalles en http://bit.ly/1QiJhEW",infraestructura
Puedo reconocer la buena disposición de @Meduca_Panama por tener los colegios listos para el inicio de clases. Aun quedan temas pendientes.,infraestructura
#Nacionales Varios colegios no estarán listos para el inicio de clases #Panamá http://bit.ly/1PPwunX,infraestructura
"PANAMÁ IRREDENTA. El actual ministro de Educación era Vice de Infraestructura. Pero el año lectivo inicia con 36 centros educativos que no estarán listos. Y, ¿qué ha hacía este pelafustán?",infraestructura
"Como van las cosas en @Meduca_Panama pronosticó que los centros educativos NO estarán listos para este inicio de clases 2018, será histórico para Panamá. ""Amanecerá y veremos""",infraestructura
Durara mi pobreza lo q durará en salir el titular «Nuevamente centros educativos no están listos para inicio año escolar». #Panama,infraestructura
#Noticias Meduca asegura que centros educativos están listos http://bit.ly/1j6iM1r  #Panama,infraestructura
ya listos los diferentes centros educativos de Panamá Oeste #RegresoaClases,infraestructura
"#NacionalCri El @Meduca_Panama rindió un informe de los centros educativos que estarán listos para el inicio del año lectivo 2019., indicó Ricardo Pinzón, ministro de Educación. Video: @jeandiaz1331",infraestructura
Tres centros educativos en Chiriquí no estarán listos para inicio de año - Panamá América http://ift.tt/2meLBAr,infraestructura
"Porque es mejor dar que recibir; en coordinación con @Meduca_Panama instalamos un aire acondicionado a un salón especial designado a niños del IPHE en la Escuela de Santa Fe, Darién #ProgresoSeguro #Marca109",infraestructura
@Meduca_Panama quien podría tramitar el mantenimiento de un aire acondicionado en la escuela Padre Xavier en Cerro Viento. Es el laboratorio de informática desde final del año pasado dejó de funcionar y me decían que no iban hacer mantenimiento y seguro creo sea el gas,infraestructura
@Meduca_Panama Ese era un colegio con aire acondicionado en varios salones. Creo que eso se perdió. Necesitan personal de mantenimiento,infraestructura
RT MOPdePanama: RT Meduca_Panama: La Escuela San Ignacio de Tupile en Guna Yala recibe mobiliario prometido por e,infraestructura
AULAS DIGITALES Hoy fue un gran día para el Club Rotario Panamá Norte con la entrega del mobiliario y equipos del proyecto de aulas digitales en el Centro Educativo Koskuna en el corregimiento de Veracruz en la...,infraestructura
"@Meduca_Panama Centro Educativo Progreso necesita sillas .Hay aulas nuevas falta mobiliario. Gracias .Progreso,Puerto Armuelles, Baru",infraestructura
La mejor manera de promocionar la escuela es que hay aire acondicionado... #panama http://lockerz.com/s/246160110,infraestructura
@Meduca_Panama Exigimos respuesta en cuanto al tema de que a falta de mobiliario en los salones no han podido iniciar sus clases los niños de prequinder de la Escuela Alejandro Tapia. En Aguadulce,infraestructura
"Colaboramos en el equipamiento de una escuela en Panamá, en conjunto con el @IDBSolidarity y Dell http://aka.ms/z0fkqa",infraestructura
EQUIPAMIENTO DEL PARQUE DE LA ESCUELA JOSÉ DOLORES CARRIZO P. - FONDO DE INVERSIÓN 2018 ALCALDÍA DE OCÚ (ESCUELA NUMERO 1) Descentralización Panamá Colegio Rafael Quintero Villarreal Paroquia San Sebastian Ocu Sanddy Lopez,infraestructura
Los amigos del Club Kiwanis de Panamá @KiwanisPma en colaboración con Metrobank y el Patronato brindan su apoyo a la Escuela Juan B. Sosa con el equipamiento de sus aulas de clases.,infraestructura
"Me parece excelente, debe ir acompañado de comedores aptos, en la escuela Leonidas Delgado Vargas, corregimiento Juan Demóstenes Arosemena, vía Chapala no hay ni kiosco, un pupitre improvisado, hasta en el @Meduca_Panama hay que tener rosca para que acondicionen la escuela",infraestructura
VÍDEO| Docente en escuela Ciudad Santa Fe utiliza mesa improvisada como pupitre http://buff.ly/2w38sDX  #Panamá,infraestructura
"Muebles para el comedor, equipo deportivo, mobiliario para preescolar fueron los enseres entregados por la Dirección Nacional de Proyectos del @Meduca_Panama a la escuela de Filo Verde en el área comarcal de Ñokribo.",infraestructura
@Meduca_Panama @AlvaroAlvaradoC mobiliario del colegio secundario de volcán.,infraestructura
"EN VIVO | Los padres de familia de Panamá Oeste, Chiriquí y Colón realizaron sendas protestas contra el Ministerio de Educación (Meduca) por el incumplimento en el nombramiento de maestros, la entrega de obras y mobiliario y por demorar el inicio de clases en un centro educativo.",infraestructura
"El presidente @JC_Varela dice en Chitré ""que capitalinos tienen agua, luz, carro, tiene aire acondicionado, tiene escuela privada para sus hijos, tiene todo”. ¿Qué opinan los que están en la capital de #Panamá?",otros
"Buenos días @farmarrocha estamos listos en los Colegios de Panamá, entregando el Catálogo de Playzone #activados",otros
"¡¡Nuestros representantes Genibert y Juan Carlos, de los Centros Educativos Juan Pablo II y Angélica Massé Fe y Alegría, ya en Panamá listos participar en la Jornada Mundial de la Juventud 2019 !!",otros
RT senafrontpanama: RT Meduca_Panama: Estamos listos para recibir a nuestros estudiantes en sus Centros Educativos…,otros
Listos para continuar con faena de mantenimiento en centros educativos del país. #MiEscuelaEsPrimero @Meduca_Panama,otros
"Yo le recomiendo a los estudiantes que no tienen sus escuelas y colegios, listos , que se dirijan a clayton pasando la embajada USA hay una escuela y pregunten por, Alma Mater mentirita ALEMAN el les dara clases.",otros
"87 graduandos de colegios en Chiriquí, finalizaron las capacitaciones del Programa Panamá #ProJoven y están listos para su pasantía laboral.",otros
"Y que nuestros uniformes estén listos para lucirlos en los colegios, en el trabajo, en la calle. Apoyando a Panamá",otros
RT @MorenoBID: En las aulas de una escuela de la élite de Silicon Valley no hay computadoras para los alumnos. Enfatizan el desarrollo de h…,tecnologia
"Facultad de Administración de Empresas del CRU de Veraguas, recibe computadoras https://t.co/vcXwYLo1hf https://t.co/ixNko5iIsD",tecnologia
RT @DianaHincapieO: ¿Están preparadas las aulas para las nuevas tecnologías? https://t.co/ZouOpsuNRA,tecnologia
RT @EnteratePanama: Capacitaciones en el uso de TICS para los ganadores del Concurso Nacional por la Excelencia Educativa 2017 https://t.co…,tecnologia
#LAC está invirtiendo cada vez más en equipamiento tecnológico y recursos digitales para cerrar la brecha de habilidades en el mercado laboral y la de aprendizajes entre estudiantes de altos y bajos ingresos. Te contamos acá #Educación https://t.co/PaWnpDvZny https://t.co/PaCFQMUteV,tecnologia
En 5 años podríamos trasladarnos a la oficina en automóviles sin conductor o tener robots como mentores en el aula. La tecnología al servicio de los ciudadanos tiene un potencial beneficio social sin precedentes. Te explicamos en este blog #EquidadTotal https://t.co/jyxXbT9qQk https://t.co/FcJYNyaayr,tecnologia
Estamos participando en la presentación de los resultados del estudio de inclusión de TIC en centros educativos con aulas de @TelefonicaPA @oeipanama @Meduca_Panama ������������������ https://t.co/KwhfWPn6bt,tecnologia
"RT @oeipanama: Así termina la semana de seminario de TICs, muchas gracias a todos los profesores participantes. @EspacioOEI @ExcelenciaPma…",tecnologia
Pizarra Vs computadoras: Los retos del uso de la tecnología en la #educación https://t.co/vovna4VSGG https://t.co/FSKhgZYhxI,tecnologia
RT @MorenoBID: En las aulas de una escuela de la élite de Silicon Valley no hay computadoras para los alumnos. Enfatizan el desarrollo de h…,tecnologia
"RT @utpciditic: Conversatorio sobre Transformación digital: TICs en Panamá, expositor Dr. Jayguer Vásquez @jayguer @biomuseo @utppanama @op…",tecnologia
RT @oeipanama: Seguimos con la capacitación de TICs a profesores ganadores del 2o lugar. Esperamos estén teniendo una excelente jornada. @E…,tecnologia
"Gracias @Meduca_Panama por reconocer el esfuerzo y dedicación de los finalista de #Oratoria2018 y sus profesores, otorgando tablets a cada uno de ellos. Esta valiosa herramienta tecnológica contribuirá con su proceso de formación académica y su éxito profesional.",tecnologia
"#VoluntariosTelefonica son un apoyo importante a la hora de llevar el proyecto #AulaDigital a las escuelas en zonas vulnerables junto a Fundación Telefonica Panamá, además de apoyar en formaciones a docentes en la plataforma del proyecto #EducaciónDigital",tecnologia
AULAS DIGITALES Hoy fue un gran día para el Club Rotario Panamá Norte con la entrega del mobiliario y equipos del proyecto de aulas digitales en el Centro Educativo Koskuna en el corregimiento de Veracruz en la...,tecnologia
#CODERE entrega computadoras al Ministerio de Educación en la escuela Gran Bretaña. #panama http://twitpic.com/45dsr7,tecnologia
Presidente entrega computadoras en escuela de La Chorrera http://bit.ly/1cfW2Hz  #Panamá,tecnologia
@FundacionAMotta y @FundacionProEd hacen donación de computadoras a escuela Zaida Zela Núñez en Chorrera +2000 estudiantes #educacion#panama pic.twitter.com/WsTV6UOqSJ,tecnologia
"@prensacom: Locales - Hurtan 15 computadoras en colegio de Chame: CHAME, Panamá. Aproximadamente 15 computadoras del colegi... http://bit.ly/m77Hd3",tecnologia
"@EducarPorPanama: @socinfo_cepal En Panamá se gastó $50Millones en laptops para estudiantes, más de 30mil están en depósitos. Programa no funcionó debidamente",tecnologia
@tvnnoticias: Roban computadoras en Colegio Moisés Castillo Ocaña http://bit.ly/rf5ioN  #panama,tecnologia
"@PTY_Noticias ""escuela Carabali falta conectar electricidad para computadoras @Meduca_Panama @licastillo31 pic.twitter.com/2Gg5ORdA5J",tecnologia
A la escuela Emperatriz Taboada @Meduca_Panama le prometió 20 computadoras y aún las están esperando@ericatrujillo18,tecnologia
¿Sabías que en Panamá Este la mitad de los alumnos de escuela primaria oficial no tienen acceso a computadoras? @rafaelcanda @Niviarossana,tecnologia
"En un apoyo interagencial, colaboramos con el @Meduca_Panama en el traslado de computadoras para uso de los estudiantes del Colegio José de la Cruz Herrera en la comunidad de Garachiné en Darién. #ServimosConPasión #CampañaDeAcciónIntegral #SeguridadCiudadana #ProgresoSeguro pic.twitter.com/3gVErHAq8A",tecnologia
"1,650,475 para 25 computadoras en el Colegio Arabe de Libia? Que alguien me diga que pc cuesta $66,019. @Meduca_Panama",tecnologia
"#Noticias Entregan 1,130 computadoras en el colegio Félix Olivares Contreras http://bit.ly/LPbwqY  @Meduca_Panama @nextstudiopty",tecnologia
"El colegio del jordanal, desde 1956 tiene 1 bachillerato en comercio y no tienen salón de computadoras",tecnologia
Entregan computadoras a Centro Educativo/San Miguel/Isla del Rey apoya en... http://fb.me/8X2aUBXpz,tecnologia
según la primera ministra de Trinidad y Tobago se le ha dado una laptop a cada estudiante y aqui en Panamá se le ha eliminado. Que pena,tecnologia
En los gobiernos anteriores se entregaban una laptop por cada estudiante de 5-6 año. 25 laptop no son ni la 1/100 parte.,tecnologia
"@eddyvasquezwao en korea las escuelas tienen como meta que cada estudiante tenga una tablet, aca en Panama cual es la meta? aumento a profes",tecnologia
Docentes de la Escuela Valle del Sol de Arraijan Panamá trabajando con las pantallas interactivas táctiles i3Touch en una actividad de creación de evaluaciones digitales con sistema de autorespuesta #Panamá #Tics #educacion #docentes,tecnologia
Es de avanzada o tecnología de punta la escuela 2.0 implementada en Panamá para desarrollar la transformación curricular a través de ls TICs,tecnologia
"""Luces para Aprender"", dota de recursos tecnológicos, mejoras a infraestructuras en planteles educativos.",tecnologia
"El profesor José Echeverría, docente en el Colegio Secundario, Benigno Tomás Argote en #Boquete, presenta la conferencia: ""Las TICs en las Matemáticas"".@Meduca_Panama pic.twitter.com/anPjhXI6fh",tecnologia
Colegio público de Panamá le apostó a la revolución de la educación con SMART Notebook y pizarras interactivas #TICs http://shout.lt/X0vY,tecnologia
"@ChrisFaw @AlexNeuman Verano TICs 2012 - UNACHI, Panamá. Organiza la Escuela de Informática de la Universidad Autónoma de Chiriquí.",tecnologia
Prepara la maleta | Periódico El Siglo Digital Panamá [Estadio] http://www.elsiglo.com/mensual/2013/12/03/contenido/724575.asp …,otros
FALTA DE FLUIDO ELÉCTRICO PROVOCA SUSPENSIÓN DE CLASES EN LA FACULTAD DE HUMANIDADES https://t.co/XjmBdT3sAr https://t.co/VNuoA42ba3,sistema educativo
RT @TReporta: CSJ ordena levantar la suspensión provisional de la bonificación a los profesores en la UP https://t.co/zaaCZr99MB https://t.…,sistema educativo
"Visitamos #ElPeñón, en la comarca Ngäbe Buglé, fue día final de clases, de cierre de año para evaluar logros y repasar pendientes. Una comunidad que se ha convertido en un centro de desarrollo modelo https://t.co/KbzWe8ac9J",sistema educativo
"RT @Debate_Abierto: ""Este logro inició con un proceso de divulgación en nuestro centro educativo"". Carmen Gordón https://t.co/8wljI6vat6",sistema educativo
Felicidades a todos los estudiantes que reciben hoy reconocimiento por sus logros académicos #CalidadEducativaPma https://t.co/fozV73aOVf,sistema educativo
"RT @RoboCupJrPA: ""Estamos muy orgullosos de los logros alcanzados por la delegación panameña en la Competencia #RoboCup 2017"", resalta el D…",sistema educativo
RT @iahalman: Felicidades estudiantes de la escuela modelo y Escuela de Excelencia Guillermo Endara Galimani por este logro @ExcelenciaPma…,sistema educativo
@aldiapanama: #Panama Meduca anuncia nombramientos docentes 2014 http://dlvr.it/4MsQYb ,sistema educativo
"@Guiller09137163: Y aqui en panama faltan nombramientos de maestros , profesores y del area de trabajadoras manuales que tienen a nuestros hijos haciendo el aseo que lo correcto es que ellos van a estudiar y no son empleados de meduca.",sistema educativo
@TReporta: .@Meduca_Panama extiende la fecha hasta el 27 de noviembre para aplicar por el concurso de nombramientos de  profesores para este 2018.,sistema educativo
@victordiaz_23: Como consejo a mi Prof @paredm05 que Nombramientos Docentes sean Transparentes. No queremos otro Ministro Chiricano Preso @Meduca_Panama,sistema educativo
@felix2011: ¿Cómo califica el proceso de nombramientos de maestros y profesores  que realiza el Meduca? https://www.prensa.com/_1344a9e52  vía @prensacom @Meduca_Panama,sistema educativo
@a_monterog: @tvnnoticias El sistema de puntos para nombramientos docentes en @Meduca_Panama es terrible.Tests y entrevista deben ser requeridos.,sistema educativo
@malesaenz: Ahora compartimos experiencias exitosas de escuelas Jornada Extendida Escolar Para Todos@Meduca_Panama,sistema educativo
"@ovemundo: Panamá: Jornada extendida escolar, un 'programa abandonado' http://otrasvoceseneducacion.org/archivos/156182 ",sistema educativo
@Telemetro: #Panama Sindicalistas apoyan huelga docente http://bit.ly/ncRc1s,sistema educativo
"@lajornadaonline: Huelga de maestros en Panamá-> http://bit.ly/29U8yog 
",sistema educativo
@CIBERRHD: #Panama sigue la Huelga de Profesores reporta @xeniadeleon1 Gremio Docente se retira de @Mitradel @RetenChiriqui,sistema educativo
"@JuanJDeLaLastra: Huelga docente, marcha en calle 50 Panamá. Tercer día",sistema educativo
@teleSURtv: #Panamá | Advierten la posiblidad de extender indefinidamente huelga de maestros http://bit.ly/29UoXJy ,sistema educativo
@MiguelElantra: Huelga de profesores en la chorrera cierran dos vías en frente a la policía nacional de panama oeste,sistema educativo
"@TReporta: Presidente de la Cámara de Comercio tilda la huelga docente de ""chantaje"" http://buff.ly/2a3j7q7  #Panamá",sistema educativo
@lgranados39: Huelga de maestros en Panamá x no a la privatización. Y ruben blades...bien gracias...!!!,sistema educativo
@NoticiasPanama: Huelga de profesores y funcionarios británicos por las pensiones http://yhoo.it/lY2ayq #Panama,sistema educativo
@TReporta: VÍDEO| Prueba arroja bajos resultados de estudiantes en varias materias https://buff.ly/2JozhML  #Panamá,sistema educativo
